filtered_text;date
71 Kotting-Uhl, Sylvia (B�NDNIS 90/DIE GR�NEN) Anh�ngige Klagen von Atomkraftwerke betreibenden Energieversorgungsunter- nehmen . Abgeordnete Sylvia Kotting-Uhl (B�NDNIS 90/ DIE GR�NEN) Welche Klagen von Atomkraftwerke (AKW) betreibenden Energieversorgungsunternehmen (EVU) sind nach Kenntnis der Bundesregie- rung derzeit im Atombereich gegen Bund, L�nder oder abstrakt anh�ngig (bitte �ber- sicht in Fortschreibung zur Antwort der Bun- desregierung auf meine Schriftliche Frage 27 auf Bundestagsdrucksache 18/3104), und wel- che weiteren derartigen Klagen befinden sich nach Kenntnis der Bundesregierung seitens dieser EVU in Vorbereitung oder Pr�fung? Juni 2015 Nach Kenntnis der Bundesregierung ergibt sich folgende �bersicht hinsichtlich von Atomkraftwerke betreibenden Energieversorgungs- unternehmen erhobenen Klagen: Deutscher Bundestag – 18.;12.06.2015
Gelder, die nur zu einem Drittel der notwendigen Sicherheits- und Endlagerforschung ge- widmet sind und die mit mindestens 600 Millionen Euro in die Erschließung neuer Formen der Atomkraft fließen.;17.06.2015
Antwort der Bundesregierung auf die Kleine Anfrage der Abgeordneten Sylvia Kotting-Uhl, Oliver Krischer, Annalena Baerbock, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/5005 – Beihilfebeschluss der Europäischen Kommission für den britischen Atomkraftwerks-Neubau Hinkley Point C Vorbe me rkung de r Fr ag e ste lle r Im Oktober 2014 bewilligte die alte Europäische Kommission die staatliche Beihilfe für den britischen Atomkraftwerks-Neubau Hinkley Point C (Support SA.34947). Angesichts der ungeklärten Frage der Atommüll-End- lagerung und insbesondere der unbeherrschbaren Risiken von Atomenergie ist die milliardenschwere Subventionierung eines Atomkraftwerks aus Sicht der Fragesteller unverantwortlich. Liegt nach Ansicht der Bundesregierung in der Förderung der Atomkraft ein gemeinschaftliches Interesse der EU-Mitgliedstaaten vor, das die Beihilfegenehmigung des Atomkraftwerks-Neubaus Hinkley Point C recht- fertigt, und wenn ja, warum (bitte ausführlich begründen)? Liegt nach Auffassung der Bundesregierung bei Neubauvorhaben in der Atomkraft eine Marktstörung vor, die die Beihilfegenehmigung des Atom- kraftwerks-Neubaus Hinkley Point C rechtfertigt, und wenn ja, warum (bitte ausführlich begründen)? Atomkraft und globale Erwärmung“, 2013)? Ist die Bundesregierung der Auffassung, dass durch die Subventionierung des Atomkraftwerks-Neubaus Hinkley Point C ein Präzedenzfall in Eu- ropa geschaffen wird, dem weitere Subventionierungsvorhaben in Europa folgen werden, und wenn ja, welche Position bezieht sie dazu (bitte aus- führlich begründen)? Inwieweit befürchtet die Bundesregierung einen Dominoeffekt auf Nach- barstaaten wie Polen, die Tschechische Republik und Ungarn, die nun ähn- liche Beihilfesysteme, wie den Contract for Difference (CfD), einführen könnten, um nach britischem Modell neue Atomkraftwerke zu subventio- nieren?;17.06.2015
Julia Verlinden und der Fraktion BÜNDNIS 90/DIE GRÜNEN Fragen zur Blocktrennung bei den Atomkraftwerken Gundremmingen B und C (Nachfrage zur Antwort der Bundesregierung auf die Kleine Anfrage auf Bundestagsdrucksache 18/4888) Am 25. März 2015 ereignete sich im Atomkraftwerk (AKW) Gundremmin- gen C eine meldepflichtige Reaktorschnellabschaltung, zu der die Fraktion BÜNDNIS 90/DIE GRÜNEN im Mai 2015 eine Kleine Anfrage gestellt hat (Bundestagsdrucksache 18/4742). Sind in der Betriebserfahrung deutscher Atomkraftwerke Ereignisse im Steu- erluftsystem mit sicherheitstechnischer Bedeutung aufgetreten (z.;19.06.2015
Abgeordnete Sylvia Kotting-Uhl (B�NDNIS 90/ DIE GR�NEN) Haben die beiden in meiner M�ndlichen Frage 22 auf Bundestagsdrucksache 18/5160 genannten Gut- achter des Bundesministeriums f�r Umwelt, Natur- schutz, Bau und Reaktorsicherheit diesem ihren konkreten Informationsbedarf zum Atomkraftwerk Gundremmingen schriftlich �bermittelt (ggf.;26.06.2015
1 Geschäftsbereich des Bundesministeriums für Wirtschaft und Energie Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Aktueller Stand zu einem Stresstest der Werthaltigkeit der Rückstellungen der Atomkraftwerke betreibenden Energie- konzerne für den AKW-Rückbau und die Atommüllentsorgung . Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welchen Stand hat das angekündigte Vorha- ben eines so genannten Stresstests der Wert- haltigkeit der Rückstellungen der Atomkraft- werke (AKW) betreibenden Energiekonzerne für den AKW-Rückbau und die Atommüllent- sorgung (ggf.;26.06.2015
– Drucksache 18/4215 – Aktiv gegen Subventionen für den Neubau von Atomkraftwerken in der EU b) zu dem Antrag der Abgeordneten Sylvia Kotting-Uhl, Oliver Krischer, Annalena Baerbock, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/4316 – Subventionen für britisches Atomkraftwerk Hinkley Point C stoppen und rechtliche Schritte einlegen A. Problem Zu Buchstabe a Forderungen an die Bundesregierung, sich mit allen politisch und rechtlich mögli- chen Maßnahmen dafür einzusetzen, dass der Beschluss der EU-Kommission zur Subventionierung des Neubaus eines Atomkraftwerks (AKW) in Großbritannien aufgehoben wird und Klagen gegen diesen Kommissionsbeschluss zu unterstützen, beizutreten bzw. Mit der Petition soll erreicht werden, dass Deutschland sich der Nichtigkeitsklage Österreichs gegen die Sub- ventionierung des Baus des britischen Atomkraftwerks Hinkley Point C anschließt.;02.07.2015
Juni 2015 Bei der Kontrolle der angesprochenen Datei, in der gewaltbereite Extremisten erfasst wurden, wurde einvernehmlich von der BfDI und dem BfV festgestellt, dass im Zusammenhang mit einer Anti- Atomkraft-Demonstration 14 Personen rechtswidrig erfasst worden waren.;03.07.2015
Antwort der Bundesregierung auf die Kleine Anfrage der Abgeordneten Sylvia Kotting-Uhl, Annalena Baerbock, Harald Ebner, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/5307 – Fragen zur Blocktrennung bei den Atomkraftwerken Gundremmingen B und C (Nachfrage zur Antwort der Bundesregierung auf die Kleine Anfrage auf Bundestagsdrucksache 18/4888) Vorbe me rkung de r Fr ag e ste lle r Am 25. März 2015 ereignete sich im Atomkraftwerk (AKW) Gundremmin- gen C eine meldepflichtige Reaktorschnellabschaltung, zu der die Fraktion BÜNDNIS 90/DIE GRÜNEN im Mai 2015 eine Kleine Anfrage gestellt hat (Bundestagsdrucksache 18/4742). Sind in der Betriebserfahrung deutscher Atomkraftwerke Ereignisse im Steuerluftsystem mit sicherheitstechnischer Bedeutung aufgetreten (z.;07.07.2015
Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche Precursor-Ereignisse gab es im Jahr 2010 in deutschen Atomkraftwerken (bitte je- weils mit Angabe der wesentlichen Eckpunk- te), und welche Ereignisse wurden im Rahmen der Precursor-Analyse als nicht bewertbar ein- gestuft (bitte ebenfalls mit Eckpunkte-Anga- be)?;17.07.2015
Nach meinem Kenntnisstand sollen dem Atomkraft- werk Hinkley Point C für mehr als 30 Jahre Preise ga- rantiert werden, die weitaus höher liegen als unsere garantierte Einspeisevergütung, welche sukzessive abge- baut wird. – Frau Ministerin, ich danke Ihnen für Ihre persönlichen Antworten als Um- weltministerin auf die Fragen meiner Kollegen Kotting- Uhl und Krischer betreffend die Unterstützung der EU- Kommission für den Bau neuer Atomkraftwerke.;08.10.2014
"Sicherstellung der konzernwei- ten Haftung der Atomkraftwerke (AKW) be- treibenden Energiekonzerne hinsichtlich der Rückstellungen für AKW-Rückbau und Atom- müllentsorgung auch bei Konzernumstruktu- rierungen und -aufspaltungen seitens der Bun- desregierung nach aktuellem Stand vorgesehen (bitte mit Angabe aller Meilensteine wie ins- besondere Kabinettbefassung, Verbändeanhö- rung, Einbringung in den Deutschen Bundes- tag, Bundesratsbefassung und Inkrafttreten; Deutscher Bundestag – 18.";24.07.2015
"Demonstranten als gewaltbereite Ex- tremisten erfasst“ schreibt die BfDI in Hinblick auf eine gemeinsame Projekt- datei, das BfV habe „eine Vielzahl von Personen gespeichert, die bei einer Anti-Atomkraft-Demonstration lediglich ihr Grundrecht auf Meinungs- und Demonstrationsfreiheit ausgeübt hatten.“ Der Verfassungsschutz habe dann eingeräumt, dass er die Betroffenen nicht hätte speichern dürfen. Tätigkeitsbericht der Bundesbeauftragten für den Daten- schutz (BfDI; für die Jahre 2013 und 2014), das BfV habe „eine Vielzahl von Personen gespeichert, die bei einer Anti-Atomkraft-Demonstration lediglich ihr Grundrecht auf Meinungs- und Demonstrationsfreiheit ausgeübt hatten“, ist un- zutreffend.";29.07.2015
1 Geschäftsbereich des Bundesministeriums für Wirtschaft und Energie Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Durch bestimmte Stromkonzerne gebilde- te Rückstellungen für den Rückbau von Atomkraftwerken und Atommüllentsor- gung im Ausland . Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche Erkenntnisse hat die Bundesregierung hinsichtlich der Rückstellungen, die von den drei Atomkraftwerke (AKW) betreibenden Stromkonzernen Energie Baden-Württem- berg AG, E.ON Energie Deutschland GmbH und RWE AG für AKW-Rückbau und Atom- müll-Entsorgung im Ausland gebildet wurden – insbesondere bezüglich der konkreten Ver- pflichtungen bzw.;31.07.2015
Julia Verlinden und der Fraktion BÜNDNIS 90/DIE GRÜNEN Mängel im Schweizer Atomkraftwerk Beznau Das Atomkraftwerk (AKW) Beznau ist das älteste noch laufende AKW der Welt und liegt in unmittelbarer Grenznähe zu Deutschland. Juli 2015 hat die Schweizer Atomaufsicht, das Eidgenössische Nuklear- inspektorat (ENSI), bekanntgegeben, dass bei Ultraschallmessungen am Reak- tordruckbehälter des Atomkraftwerks Beznau 1 bewertungspflichtige Anzeigen festgestellt worden sind (vgl.;31.07.2015
Welche Erkenntnisse liegen der Bundesregierung inzwischen zu den Droh- nenflügen über französische Atomkraftwerke vor (Bundestagsdrucksache 18/3608)? a) Inwiefern hat sich die Bundesregierung zu den Drohnenflügen über fran- zösischen Atomkraftwerken mit französischen Behörden ausgetauscht, und welche Ermittlungsergebnisse sind ihr dazu bekannt?;24.07.2015
Sicherstellung der konzernweiten Haftung der Atomkraftwerke betreiben- den Energiekonzerne zu Rückstellungen für AKW-Rückbau und Atommüllentsor- gung . Sicherstellung der konzernwei- ten Haftung der Atomkraftwerke (AKW) be- treibenden Energiekonzerne hinsichtlich der Rückstellungen für AKW-Rückbau und Atom- müllentsorgung auch bei Konzernumstruktu- rierungen und -aufspaltungen seitens der Bun- desregierung nach aktuellem – ggf.;14.08.2015
Antwort der Bundesregierung auf die Kleine Anfrage der Abgeordneten Sylvia Kotting-Uhl, Annalena Baerbock, Harald Ebner, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/5695 – Mängel im Schweizer Atomkraftwerk Beznau Vorbe me rkung de r Fr ag e ste lle r Das Atomkraftwerk (AKW) Beznau ist das älteste noch laufende AKW der Welt und liegt in unmittelbarer Grenznähe zu Deutschland. Juli 2015 hat die Schweizer Atomaufsicht, das Eidgenössische Nu- klearinspektorat (ENSI), bekanntgegeben, dass bei Ultraschallmessungen am Reaktordruckbehälter des Atomkraftwerks Beznau 1 bewertungspflichtige Anzeigen festgestellt worden sind (vgl.;19.08.2015
"– Ich rufe die Frage 10 der Abgeordne- ten Sylvia Kotting-Uhl, Bündnis 90/Die Grünen, auf: Welche Erkenntnisse hat die Bundesregierung zum Ab- stimmungsverhalten der jeweiligen EU-Kommissare bei der Entscheidung über die staatliche Beihilfe für den Bau des bri- tischen Atomkraftwerks Hinkley Point C – insbesondere des EU-Kommissars für Energie, Günther Oettinger –, und wel- che Aktivitäten und Gespräche sind vonseiten der Bundesre- gierung im Vorfeld der Entscheidung durchgeführt worden – bitte mit genauer Angabe; bei den Gesprächen bitte möglichst mit Angabe der Gesprächspartner? Nun geht es um den Neubau ei- nes Atomkraftwerks, das in relativ großer Nähe zu uns liegt, und um die Frage, ob man den Neubau mit staatli- cher Beihilfe subventioniert. Das Signal, das Sie sen- den, ist eindeutig: Atomkraft ist in Ordnung.";15.10.2014
1 Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN)     Erkenntnisse zum so genannten Stresstest der Konzernrückstellungen für Atomkraft- werke-Rückbau und Atommüll-Entsorgung .. aus dem sogenannten Stresstest der Konzernrückstellungen für Atomkraftwerke- Rückbau und Atommüll-Entsorgung vor (ggf.;04.09.2015
Hauptsach- verständigenorganisationen der jeweili- gen Landesbehörden in Bundesländern mit Atomkraftwerken ............................... Abgeordnete Sylvia Kotting- Uhl (BÜNDNIS 90/ DIE GRÜNEN) Hat es nach Kenntnis des BMUB in den Bundes- ländern mit Atomkraftwerken jemals Wechsel der Standard- bzw. Wahlperiode eine (TÜV) im Ausland für Atomkraftwerke-Be- treiber tätig sind (bitte möglichst umfassende Darlegung)?;11.09.2015
Jetzt soll mit dem Segen der alten EU-Kommission der Neubau des Atomkraftwerks Hinkley Point staatlich subventioniert werden. Es kann doch nicht sein, dass wir die unwirtschaftliche Risikotechnologie Atomkraft mit staatlicher Beihilfe am Leben erhalten, während die Er- neuerbaren längst sauberer und wirtschaftlicher sind und günstiger Strom produzieren. (Beifall beim BÜNDNIS 90/DIE GRÜNEN) Wenn Großbritannien weiter auf Atomkraft setzt und die scheidende EU-Kommission sagt: „Ja, das befürwor- ten wir“, dann erwarten wir von Ihnen als Regierungs- chefin eines Landes, das aus der Atomkraft aussteigt, dass Sie Ihre Stimme erheben und deutlich sagen: Nein, nicht mit uns! Wir sind auf einem guten Weg, uns von der Atomkraft zu verabschieden und auf erneuerbare Energien zu setzen. Wenn sich die britische Regierung für den Neubau von Atomkraftwerken ent- scheidet und die britischen Stromkunden, Bürgerinnen und Bürger bereit sind, Atomenergieförderungen von rund 11 Cent pro Kilowattstunde über 35 Jahre lang – samt staatlichem verbürgten Inflationsausgleich – zu zahlen, ist dies energiepolitisch und vernunftorientiert nicht nachvollziehbar, liegt aber dennoch in der nationa- len Rechtsetzungshoheit des jeweiligen EU-Mitglied- staates. Dem Entschließungsantrag der Fraktion Bündnis 90/Die Grünen bezüglich einer Nich- tigkeitsklage gegen den Förderrahmen für das geplante britische Atomkraftwerk Hinkley Point C können wir aus den dargelegten Gründen nicht folgen. Wenn sich die britische Regierung für den Neubau von Atomkraftwerken ent- scheidet und die britischen Stromkunden, Bürgerinnen und Bürger bereit sind, Atomenergieförderungen von rund 11 Cent pro Kilowattstunde über 35 Jahre lang – samt staatlichem verbürgten Inflationsausgleich – zu zahlen, ist dies energiepolitisch und vernunftorientiert nicht nachvollziehbar, liegt aber dennoch in der nationa- len Rechtsetzungshoheit des jeweiligen EU-Mitglied- staates. Dem Entschließungsantrag der Fraktion Bündnis 90/Die Grünen bezüglich einer Nich- tigkeitsklage gegen den Förderrahmen für das geplante britische Atomkraftwerk Hinkley Point C kann ich aus den dargelegten Gründen nicht folgen.;16.10.2014
Abgeordneter Oliver Krischer (BÜNDNIS 90/ DIE GRÜNEN) Was unternimmt die Bundesregierung gegen die nach meinen Information angestellten Überlegun- gen, die Förderung der Atomkraft erstmals zu ei- nem Teil der Klimainvestitionsstrategie der Euro- päischen Investitionsbank zu machen, und wie wird die Bundesregierung sich in dem Board of Governors Meeting am 22. Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Wann sollen nach aktuellem Stand der Bundesre- gierung die Ergebnisse des von ihr beauftragten sogenannten Stresstests des Systems der Rück- stellungsbildung (hinsichtlich der Kosten für den Atomkraftwerke-Rückbau und die Atommüll- Entsorgung) der atomkraftwerkebetreibenden Energiekonzerne vorliegen, und hält die Bundes- regierung es noch für realistisch, dass die von ihr geplante Kommission zur Frage des Reformbe- darfs bei diesem System ihre Ergebnisse bis Ende November 2015 vorlegen kann (vgl. Abgeordneter Hubertus Zdebel (DIE LINKE.) Welche aktuellen Erkenntnisse hat die Bundesre- gierung hinsichtlich bestehender Risiken mit Blick auf den Wert und die Verfügbarkeit der bei den AKW-betreibenden Unternehmen (AKW: Atomkraftwerk) gebildeten Entsorgungsrückstel- lungen, und kann die Bundesregierung ausschlie- ßen, dass die in einer vorab bekannt gewordenen Berechnung eines Stresstests nach einem vorläu- figen Gutachten, das die Bundesregierung in Auf- trag gegeben hat, betrachteten Rückstellungen der AKW-betreibenden Unternehmen um rund 30 Mrd.;18.09.2015
Stand der Überprüfung der Risse in den Atomkraftwerken Tihange und Doel Im März 2014 wurden die beiden belgischen Kernreaktoren Doel 3 und Tihange 2 wegen unerwarteter Ergebnisse bei Bestrahlungsversuchen im Forschungsreaktor BR2 in Mol abermals heruntergefahren. Die Reaktordruckbehälter der beiden Atomkraftwerke (AKW) sind mit tausenden bis zu 18 cm großen Fehlstellen be- schädigt. Welche Kenntnisse hat die Bundesregierung über den aktuellen Status be- züglich des Safety Case und insgesamt zu der laufenden Überprüfung der Sicherheit der Atomkraftwerke Doel 3 und Tihange 2?;21.09.2015
So hat die EU-Kommission gerade massive Subventionen für den Bau neuer Atomkraftwerke genehmigt und in Deutschland zögert die Bundesregierung den für die Erreichung der Klimaziele unverzichtbaren Einstieg in den Kohleausstieg hinaus. eine Energieaußenpolitik zu entwickeln und umzusetzen, die auf globaler Ebene die Abkehr von Atomkraft und fossilen Energien fördert, sich konse- quent am 2-Grad-Limit orientiert und einen für alle Menschen bezahlbaren Einsatz von erneuerbaren Energien weltweit konsequent stärkt.;22.09.2015
