filtered_text;sentiment;date
Denn im Wesentlichen erzeugt die Ukraine ihren Strom aus Atomkraft und Kohle. Besonders bedenklich ist, dass die Sicherheits- und die Arbeitsstandards in den ukrainischen Atomkraftwerken nicht den Standards der Europäischen Union entsprechen.;negative;18.03.2014
März 2014 erneut abgeschalteten Atomkraftreaktoren Tihange 2 und Doel 3 einsetzen (bitte begründen), und welche konkreten Schritte wird sie diesbezüglich unternehmen?;neutral;28.03.2014
Während einzelne bundeseigene Unternehmen und vom Bund getragene Forschungszentren nach dem Jahr 2011 ihre Mitglied- schaften in den Atomlobby-Vereinigungen kündigten, halten die meisten im Atomforschungsbereich tätigen Zentren unbeirrt daran fest und fördern so Ver- einigungen, die sich nach wie vor für eine dauerhafte Nutzung der Atomkraft einsetzen, die sie unbeirrt für richtig und sinnvoll halten – und atomare Risiken für beherrschbar.;positive;31.03.2014
Auf der anderen Seite betrei- be sie bei der Förderung der friedlichen Nutzung der Atomkraft eine systematische Verharmlosung. Diese Verharmlosung der Atomkraft müsse beendet werden.;negative;01.04.2014
Angela Merkel, auf größten öffentlichen Druck die Rücknahme der kurz zuvor – ebenfalls gegen massiven öffentlichen und oppositionellen Protest – beschlossenen Laufzeitverlängerung für die deutschen Atomkraft- werke. Das Argument, die nationale Souveränität anderer Staaten bezüglich der Nutzung der Atomkraft respektieren zu müssen, ist schon deshalb nicht tragfähig, weil es ausschließlich darum geht, ob die Bundesregierung Bürgschaften, die durch deutsche Steuermittel abgesichert sind, für Atomvorhaben vergibt oder nicht. Diese können sowohl für die nukleare Sicherheit als auch für die nichtverbreitungspolitische Absicherung schwere Belastungen darstellen, wie das iranische Atomkraft- werk Buschehr zeigt. Teilt die Bundesregierung die Auffassung, dass auch weitere, in dieser Wahlperiode auslaufende bi- oder multilaterale Atomabkommen der Bun- desrepublik Deutschland vor dem Hintergrund des deutschen Atomaus- stiegs nicht verlängert werden sollten, wenn sie dem Zweck der Förderung der Atomkraftnutzung dienen, bzw. Welche konkreten kerntechnischen Anlagen (Atomkraftwerke – AKW – zur kommerziellen Stromerzeugung, Forschungs- und Versuchsreaktoren und Einrichtungen zur nuklearen Ver- oder Entsorgung) sind als Ergebnis der bilateralen Kooperationen zum Zweck der „Zusammenarbeit bei der friedlichen Verwendung der Atomenergie“ mit den Ländern Kanada, Argentinien, Chile, Indien, Brasilien, Indonesien, Ägypten, Südkorea und den Nachfolgestaaten der Sowjetrepubliken nach Kenntnis der Bundes- regierung errichtet worden bzw. b) Gibt es nach Kenntnis der Bundesregierung andere Outputs der Koope- ration (Atomgesetze, Sicherheitsrichtlinien), die als Grundlage für die Errichtung von Atomkraftwerken (real oder geplant) dienen, selbst, wenn sie nicht gemeinschaftlich mit Unternehmen, Institutionen etc.;negative;01.04.2014
Wir machen sie, um aus der Atomkraft und der Kohlenutzung auszusteigen.;negative;29.01.2014
1 Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Nettorückstellungen der Betreibergesell- schaften für Stilllegung, Rückbau und Ent- sorgung im Zusammenhang mit kommer- ziell genutzten Atomkraftwerken im Jahr 2013 . Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Wie hoch waren im Jahr 2013 jeweils die Nettorückstellungen für Stilllegung, Rückbau und Entsorgung im Zusammenhang mit den kommerziell genutzten Atomkraftwerken (AKW) in Deutschland bei der Betreibergesell- schaft des AKW Krümmel sowie bei den vier großen Energieversorgungsunternehmen (spe- zifische Krümmel-Nennung, weil Krümmel- Rückstellungen nicht in Konzernbilanzen ent- halten sind), und weshalb gibt die Bundesregie- rung hinsichtlich der EnBW-Rückstellungen (EnBW – Energie Baden-Württemberg AG) eine leicht abweichende Zahl an als die EnBW in ihrem Geschäftsbericht (z.;neutral;04.04.2014
Lieber Sigmar Gabriel, wenn Sie hier das höchste Lob von Michael Fuchs bekommen, dem letzten Freund der Atomkraft in Deutschland, sollten Sie sich schon fragen, ob Sie sich mit Ihrer eigenen Politik noch in den richti- gen Koordinaten bewegen. Aber ich bitte auch darum, dass wir dieses Thema nicht als Ersatz für „Atomkraft?;negative;30.01.2014
Julia Verlinden und der Fraktion BÜNDNIS 90/DIE GRÜNEN Position der Bundesregierung zu den Schäden in den grenznahen Atomkraftwerken Tihange und Doel Das belgische Atomkraftwerk (AKW) Tihange liegt nicht einmal 60 Kilometer von der deutsch-belgischen Grenze entfernt. Die Reaktorkatastrophen in den Atom- kraftwerken Tschernobyl und Fukushima haben gezeigt, dass die Atomkraft keine sichere Technologie ist – sicher ist nur das Risiko. Das AKW Tihange ist der Eifelregion und dem Rheinland näher als alle deut- schen Atomkraftwerke. Im Sommer 2012 wurden in den Reaktordruckbehältern der beiden belgischen Atomkraftwerke Doel 3 und Tihange 2 Defekte in einer bis dahin unbekannt hohen Anzahl gefunden. Zweitens behandelt sie das Problem vor allem aus der Perspektive eines möglichen Bezugs zu deutschen Atomkraftwerken und enthält keine Aus- sage dazu, ob die belgischen RDB nach deutschen Maßstäben sicher genug für einen Weiterbetrieb sind oder nicht. Den Fragestellerinnen und Fragestellern ist bewusst, dass dem BMUB nicht die Aufsicht über die belgischen Atomkraftwerke obliegt. Wahlperiode – 3 – Drucksache 18/1103 gründung, dass derartige Abkommen sich nur auf Atomkraftwerke bezögen, die ganz nah an der Grenze liegen, ist weder fachlich-logisch tragfähig noch faktisch widerspruchsfrei. Wirklicher Nutzen entsteht damit aber auch nur dann, wenn das Abkommen in der Praxis auch für eine konsequent sicherheitsorientierte Zu- sammenarbeit engagiert genutzt wird, was in der Vergangenheit oft nicht der Fall war (siehe hierzu beispielsweise den Antrag „Atomrisiken ernst nehmen – Auch in Bezug auf die nahe liegenden Atomkraftwerke in Belgien“ der Fraktion BÜNDNIS 90/DIE GRÜNEN auf Bundestagsdrucksache 17/13491). Welche Möglichkeiten auf welchen Rechtsgrundlagen hätte die Bundes- regierung, die vorübergehende Außerbetriebnahme eines grenznahen aus- ländischen Atomkraftwerks oder entsprechende Prüfungen zu fordern, für den Fall, dass sie oder von ihr beauftragte Sachverständige, wie die RSK oder die Gesellschaft für Anlagen- und Reaktorsicherheit (GRS) mbH, kon- krete gravierende Bedenken gegen den Weiterbetrieb hätten, insbesondere welche über eine nicht von der Freiwilligkeit belgischer Behörden abhängi- gen Möglichkeiten?;negative;04.04.2014
43 Geschäftsbereich des Bundesministeriums für Umwelt, Naturschutz, Bau und Reaktorsicherheit Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Aussagen des Vereins Internationale Ärzte zur Verhütung des Atomkrieges und in sozialer Verantwortung zum Atomkraft- werk Gundremmingen . Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Kann die Bundesregierung die in dem zu der Pressemitteilung zum Atomkraftwerk Gund- remmingen der Internationalen Ärzte für die Verhütung des Atomkrieges/Ärzte in sozialer Verantwortung e. April 2014 gehörenden Flyer „Atomkraftwerk Gundremmingen – Eine akute Gefahr“ enthal- tenen Aussagen (zu Druckspitzen über dem Auslegungsdruck beim Ausfall der Hauptwär- mesenke sowie zu möglichen Auswirkungen auf den Reaktordruckbehälter und auf die zur Störfallbeherrschung erforderlichen Armatu- ren und zu möglichen Auswirkungen einer ver- zögerten Reaktorschnellabschaltung bzw.;neutral;17.04.2014
Julia Verlinden und der Fraktion BÜNDNIS 90/DIE GRÜNEN Auslegungsmerkmale und Risiken europäischer Atomkraftwerke In Europa sind rund 150 Atomkraftwerke (AKW) in Betrieb, davon alleine 58 in Frankreich. Gleichwohl ist das Ziel dieser Anfrage, durch Abfrage des bei der Bundesregierung vorhandenen Wissens über einzelne Auslegungsmerkmale ein – keinesfalls umfassendes – Schlaglicht auf die Unterschiedlichkeit europäischer Atomkraftwerke zu wer- fen. Der Begriff „Atomkraftwerk“ wird in den folgenden Fragen anlagen- bzw. Den Fragestellern ist bewusst, dass dem Bundesministerium für Umwelt, Naturschutz, Bau und Reaktorsicherheit (BMUB) nicht die Aufsicht ausländischer Atomkraftwerke obliegt. In welchen europäischen Atomkraftwerken haben nach Kenntnis a) der Bun- desregierung und b) der GRS die Sicherheitssysteme (Störfallbeherrschungs- ebene) nur einen Redundanzgrad n + 1, insbesondere in welchen AKWs in Deutschlands Nachbarstaaten (zum hierzulande vorgeschriebenen Redun- danzgrad n + 2 siehe Bekanntmachung der „Sicherheitsanforderungen an Kernkraftwerke“ vom 20. Welche europäischen Atomkraftwerke haben nach Kenntnis a) der Bundes- regierung und b) der GRS keine gefilterte Druckentlastung (filtered venting), insbesondere welche AKWs in Deutschlands Nachbarstaaten? Welche europäischen Atomkraftwerke haben nach Kenntnis a) der Bundes- regierung und b) der GRS zwar eine gefilterte Druckentlastung (filtered venting), aber keine Filterstufe für organisches Jod, insbesondere welche AKWs in Deutschlands Nachbarstaaten und in Deutschland? Welche europäischen Atomkraftwerke haben nach Kenntnis a) der Bundes- regierung und b) der GRS welche Auslegung gegen Flugzeugabstürze (bitte möglichst differenzierte Angaben, also bei vorhandener detaillierter Kenntnis, und nicht nur verallgemeinernde Auslegungsangaben, wie bei- spielsweise „schnell fliegende Militärmaschine“, sondern Starfighter, Phan- tom, Tornado etc.)? Bei welchen europäischen Atomkraftwerken haben die dazugehörigen Brennelemente-Lagerbecken und -Zwischenlager nach Kenntnis a) der Bun- desregierung und b) der GRS welche Auslegung gegen Flugzeugabstürze (bitte ebenfalls möglichst differenzierte Angaben)? In welchen europäischen Atomkraftwerken ist nach Kenntnis a) der Bundes- regierung und b) der GRS eine dem deutschen 30-Minuten-Konzept ver- gleichbare vollautomatische Beherrschung der ersten Phase eines Störfalls realisiert, in der zur Störfallbeherrschung keine Handmaßnahmen nötig sind (zum hierzulande vorgeschriebenen „30-Minuten-Konzept“ siehe Bekannt- machung der „Sicherheitsanforderungen an Kernkraftwerke“ vom 20. In welchen europäischen Atomkraftwerken gibt es nach Kenntnis a) der Bun- desregierung und b) der GRS keine dem deutschen 30-Minuten-Konzept ver- gleichbare vollautomatische Beherrschung der ersten Phase eines Störfalls, sondern sind (auch) Handmaßnahmen nötig, insbesondere in welchen AKWs in Deutschlands Nachbarstaaten? In welchen europäischen Atomkraftwerken werden nach Kenntnis a) der Bundesregierung und b) der GRS digitale Komponenten im Reaktorschutz- system eingesetzt, insbesondere in welchen AKWs in Deutschlands Nachbar- staaten? Bei welchen europäischen Atomkraftwerken, für die eine Laufzeitverlänge- rung über eine 40-jährige Betriebszeit hinaus geplant, beantragt oder bewil- ligt ist, wurde nach Kenntnis a) der Bundesregierung und b) der GRS mit welcher Methodik und welchen Fragestellungen fachlich die sicherheits- technische Unbedenklichkeit dieser Laufzeitverlängerung geprüft bzw.;neutral;25.04.2014
"Wer Zuhause aus der Atomkraft aussteigt, weil ihre Risiken zu groß und die hochgefährlichen Hinterlassenschaften nicht verantwortbar sind, kann sie im Ausland nicht durch gezielte Außenwirtschaftsförderung begünstigen. Wahlperiode – 3 – Drucksache 18/1336 (neu) o ein überprüfbares Moratorium für die Produktion von waffenfähigem, spaltbarem Material erklärt hat und versichert, einem zukünftigen Vertrag über ein Verbot der Produktion von spaltbarem Material für Waffenzwecke (FMCT) ebenfalls beizutreten; o alle bestehenden sowie zukünftigen zivilen Nuklearanlagen rechtsver- bindlich unter dauerhafte Aufsicht der IAEO stellt; � ab sofort keine Hermesbürgschaften für Nukleartechnologien oder andere Technologien, die für den Bau von Atomkraftwerken bestimmt sind, mehr zu vergeben und damit auch die dem Interministeriellen Ausschuss für Exportga- rantien des Bundes vorliegenden Anträge auf Exportkreditgarantien für Zulie- ferungen für Atomanlagen bzw. Es ist ein Anachronismus, dass Deutschland auf der einen Seite aus der atomaren Risikotechnologie aussteigt und sich für eine Nichtverbreitung von Atomwaffen ausspricht und auf der anderen Seite den weltweiten Ausbau der Atomkraft fördert.";negative;07.05.2014
Antwort der Bundesregierung auf die Kleine Anfrage der Abgeordneten Sylvia Kotting-Uhl, Oliver Krischer, Annalena Baerbock, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/1103 – Position der Bundesregierung zu den Schäden in den grenznahen Atomkraftwerken Tihange und Doel Vorbe me rkung de r Fr ag e ste lle r Das belgische Atomkraftwerk (AKW) Tihange liegt nicht einmal 60 Kilometer von der deutsch-belgischen Grenze entfernt. Die Reaktorkatastrophen in den Atom- kraftwerken Tschernobyl und Fukushima haben gezeigt, dass die Atomkraft keine sichere Technologie ist – sicher ist nur das Risiko. Das AKW Tihange ist der Eifelregion und dem Rheinland näher als alle deut- schen Atomkraftwerke. Im Sommer 2012 wurden in den Reaktordruckbehältern der beiden belgischen Atomkraftwerke Doel 3 und Tihange 2 Defekte in einer bis dahin unbekannt hohen Anzahl gefunden. Zweitens behandelt sie das Problem vor allem aus der Perspektive eines möglichen Bezugs zu deutschen Atomkraftwerken und enthält keine Aus- sage dazu, ob die belgischen RDB nach deutschen Maßstäben sicher genug für einen Weiterbetrieb sind oder nicht. Den Fragestellerinnen und Fragestellern ist bewusst, dass dem BMUB nicht die Aufsicht über die belgischen Atomkraftwerke obliegt. Die auf vorgenannte Bundestagsdrucksache gegebene Be- gründung, dass derartige Abkommen sich nur auf Atomkraftwerke bezögen, die ganz nah an der Grenze liegen, ist weder fachlich-logisch tragfähig noch faktisch widerspruchsfrei. Wirklicher Nutzen entsteht damit aber auch nur dann, wenn das Abkommen in der Praxis auch für eine konsequent sicherheitsorientierte Zusammenarbeit engagiert genutzt wird, was in der Vergangenheit oft nicht der Fall war (siehe hierzu beispielsweise den Antrag „Atomrisiken ernst nehmen – Auch in Bezug auf die nahe liegenden Atomkraftwerke in Belgien“ der Fraktion BÜNDNIS 90/DIE GRÜNEN auf Bundestagsdrucksache 17/13491). Welche Möglichkeiten auf welchen Rechtsgrundlagen hätte die Bundes- regierung, die vorübergehende Außerbetriebnahme eines grenznahen aus- ländischen Atomkraftwerks oder entsprechende Prüfungen zu fordern, für den Fall, dass sie oder von ihr beauftragte Sachverständige, wie die RSK Deutscher Bundestag – 18. Welche der IERB-Empfehlungen wären bei entsprechenden Befunden in deutschen Reaktoren aufgrund des deutschen Regelwerks umzusetzen, und jeweils aufgrund welcher Regelung (Sicherheitsanforderungen an Atomkraftwerke, KTA-Regel etc.)?;negative;07.05.2014
11 Krischer, Oliver (BÜNDNIS 90/DIE GRÜNEN) Werthaltigkeit der Rückstellungen für den Rückbau von Atomkraftwerken und die Endlagerung des radioaktiven Mülls . gemachten Feststellung hinsicht- lich der Transparenz, Angemessenheit und Werthaltigkeit der Rückstellungen der AKW- Betreiber (AKW – Atomkraftwerk) für Rück- bau der AKW und Endlagerung des radio- aktiven Mülls („Gegenwärtig können die zu- ständigen Stellen nicht einschätzen, ob die Energieversorgungsunternehmen angemessene Rückstellungen im Kernenergiebereich bil- den“) zu ziehen, und wie gedenkt die Bundes- regierung die Werthaltigkeit der Rückstellun- gen von den AKW-Betreibern für Rückbau und Endlagerung sicherzustellen im Falle von fortdauernden wirtschaftlichen Schwierigkei- ten, möglicher Insolvenz und/oder Zerschla- gung der Konzerne?;negative;09.05.2014
Dass Sie eine Energiewende von der Atomkraft hin zur Braunkohle wollen, könnte man Ihnen vielleicht noch glauben. Wir reden auch überhaupt nicht über das Ri- siko, das Atomkraft verursacht, sondern wir betrachten das rein betriebswirtschaftlich. Weil in Bayern nach und nach die Atomkraftwerke vom Netz gehen, muss der Atomstrom ersetzt werden, und zwar geht das mit Energieeffizienz und erneuerbaren Energien. (Beifall bei Abgeordneten der LINKEN, der SPD und des BÜNDNISSES 90/DIE GRÜ- NEN) Die CSU, die die Atomkraft stets unterstützt hat, ist un- fähig, umzuschalten, sie hat keinen Plan für eine zu- kunftsfähige Energieversorgung in Bayern. Wir erinnern uns: Damals wollten Sie noch längere Laufzeiten der Atomkraftwerke. (Beifall bei der LINKEN) Die Linke will erstens, dass in der Netzplanung die Stilllegung von konventionellen und Atomkraftwerken berücksichtigt wird, (Beifall bei der LINKEN) zweitens, dass in die Planung die Potenziale einer regio- nalen Energiespeicherung zum Beispiel durch die Ver- knüpfung von Stromnetzen mit Wärmespeichern einflie- ßen, (Beifall bei der LINKEN) drittens, dass die Übertragungsnetze vergesellschaftet werden, damit kein Profitinteresse mehr am Stromlei- tungsbau besteht und es einheitliche Netzentgelte geben wird, (Beifall bei der LINKEN) viertens, dass die großen Stromerzeuger an den Trans- portkosten des Stromes beteiligt werden, und fünftens, dass das Stromsystem so dezentral wie möglich und nur so zentral wie nötig gestaltet wird. Es geht um den geordneten Ausstieg aus der Atomkraft, und es geht um sehr ehrgeizige Klimaschutz- ziele. Damals wurde zwischen der Energiewirtschaft und der Politik in Deutschland verein- bart, dass es auch die Möglichkeit gibt, beim Übergang zum Ausstieg aus der Atomkraft Reststrommengen von AKW zu übertragen. (Eva Bulling-Schröter [DIE LINKE]: Die ist doch schon fast fertig!) Der Hintergrund ist die Tatsache, dass wir im Norden mutmaßlich mehr erneuerbare Energien haben, offshore und onshore, und dass diese erneuerbaren Energien ei- nen Beitrag zum Ersatz von Atomkraftwerken in Süd- deutschland leisten müssen. In Mali und der Region sind es zum Beispiel die Uranvorkommen, die für die französi- schen Atomkraftwerke unersetzlich sind.;negative;13.02.2014
